lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear
2645,47,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
2646,47,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
2647,47,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2648,47,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2649,47,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2650,47,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2651,47,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2652,47,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
2653,47,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
2654,47,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2655,47,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2656,47,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2657,47,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0
2658,47,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2659,47,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2660,47,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2661,47,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2662,47,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2663,47,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2664,47,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2665,47,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2666,47,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2667,47,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2668,47,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2669,47,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2670,47,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2671,47,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2672,47,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2673,47,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2674,47,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2675,47,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2676,47,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2677,47,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2678,47,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
2679,48,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2680,48,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2681,48,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2682,48,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,1
2683,48,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2684,48,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2685,48,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,3,0
2686,48,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2687,48,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0
2688,48,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2689,48,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2690,48,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2691,48,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2692,48,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2693,48,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2694,48,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2695,48,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2696,48,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2697,48,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2698,48,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2699,48,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0
2700,48,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0
2701,48,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0
2702,48,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0
2703,48,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0
2704,48,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2705,48,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2706,48,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2707,48,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2708,48,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2709,48,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,10,2
2710,48,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0
2711,48,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2712,48,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2713,48,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2714,48,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2715,48,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2716,48,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2717,48,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2718,48,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2719,48,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2720,48,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2721,48,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2722,48,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2723,48,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2724,48,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2725,48,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2726,48,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2727,48,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,3,0
2728,48,31,1,38,57,0,0,0,1,2,0,0,0,0,0,0,0,0,13,4,3,2
2729,48,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2730,48,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2731,48,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2732,48,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2733,48,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2734,48,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2735,48,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0
2736,49,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2737,49,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2738,49,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,14,0
2739,49,31,1,0,3,0,0,0,3,0,1,0,0,1,0,0,0,0,31,1,14,1
2740,49,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2741,49,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,14,1
2742,49,31,1,2,6,0,2,0,1,3,1,0,1,1,0,0,0,0,31,3,14,1
2743,49,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2744,49,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0
2745,49,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2746,49,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2747,49,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,14,0
2748,49,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,14,0
2749,49,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2750,49,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2751,49,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2752,49,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2753,49,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2754,49,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2755,49,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2756,49,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0
2757,49,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0
2758,49,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0
2759,49,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0
2760,49,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0
2761,49,31,1,14,29,0,0,2,0,1,1,0,0,1,0,0,0,0,31,2,14,1
2762,49,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2763,49,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2764,49,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2765,49,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2766,49,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0
2767,49,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,17,0
2768,49,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2769,49,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2770,49,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2771,49,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,14,2
2772,49,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2773,49,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2774,49,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2775,49,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,14,2
2776,49,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2777,49,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2778,49,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2779,49,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,14,1
2780,49,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2781,49,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2782,49,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2783,49,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2784,49,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2785,49,31,1,38,57,0,0,0,1,1,2,0,0,2,0,0,0,0,31,4,14,2
2786,49,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,14,0
2787,49,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2788,49,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2789,49,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2790,49,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,14,2
2791,49,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2792,49,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
2793,50,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2794,50,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2795,50,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2796,50,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1
2797,50,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2798,50,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2799,50,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0
2800,50,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2801,50,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
2802,50,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2803,50,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2804,50,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2805,50,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2806,50,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2807,50,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2808,50,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2809,50,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2810,50,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2811,50,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2812,50,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2813,50,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
2814,50,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
2815,50,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
2816,50,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
2817,50,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
2818,50,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2819,50,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2820,50,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2821,50,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2822,50,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2823,50,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
2824,50,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0
2825,50,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2826,50,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2827,50,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2828,50,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2829,50,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2830,50,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2831,50,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2832,50,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0
2833,50,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2834,50,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2835,50,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2836,50,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0
2837,50,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2838,50,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2839,50,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2840,50,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2841,50,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2842,50,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2843,50,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2844,50,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2845,50,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2846,50,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2847,50,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0
2848,50,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2849,50,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
2850,51,31,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2851,51,31,1,0,1,0,0,2,0,0,4,0,0,4,0,0,0,0,240,23,104,0
2852,51,31,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2853,51,31,1,0,3,0,0,2,1,2,2,0,0,2,0,0,0,0,240,8,104,5
2854,51,31,1,0,4,0,0,2,0,36,18,0,0,18,0,0,0,0,240,0,104,0
2855,51,31,1,1,5,0,0,0,37,15,6,0,0,6,0,0,0,0,240,0,104,0
2856,51,31,1,2,6,8,8,2,6,11,5,4,4,5,0,0,0,0,240,60,104,27
2857,51,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,240,2,104,1
2858,51,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,136,0
2859,51,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2860,51,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,240,12,104,12
2861,51,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,240,5,104,4
2862,51,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2863,51,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2864,51,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2865,51,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2866,51,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,240,4,104,2
2867,51,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3,104,1
2868,51,31,1,12,22,0,0,0,2,1,1,0,0,1,0,0,0,0,240,12,104,6
2869,51,31,1,12,23,0,0,0,0,0,1,0,0,1,0,0,0,0,240,17,104,8
2870,51,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,136,0
2871,51,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,136,0
2872,51,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,136,0
2873,51,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,136,0
2874,51,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,136,0
2875,51,31,1,14,29,0,0,0,10,19,19,0,0,19,0,0,0,0,240,1,104,0
2876,51,31,1,15,30,0,0,0,18,16,14,0,0,14,0,0,0,0,240,38,104,19
2877,51,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2878,51,31,1,17,32,0,0,0,14,24,33,0,0,33,0,0,0,0,240,0,104,0
2879,51,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,240,3,104,1
2880,51,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,240,22,136,13
2881,51,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,136,0
2882,51,31,1,19,36,2,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2883,51,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2884,51,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2885,51,31,1,22,39,2,2,14,2,1,11,1,1,11,0,0,0,0,240,4,104,1
2886,51,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2887,51,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2888,51,31,1,29,46,0,2,2,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2889,51,31,1,29,47,0,2,2,0,26,4,0,1,4,0,0,0,0,240,3,104,0
2890,51,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2891,51,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2892,51,31,1,31,50,0,0,2,4,8,7,0,0,7,0,0,0,0,240,8,104,3
2893,51,31,1,32,51,0,0,0,1,13,3,0,0,3,0,0,0,0,240,0,104,0
2894,51,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2895,51,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,104,0
2896,51,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2897,51,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2898,51,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,240,2,104,0
2899,51,31,1,38,57,0,0,2,0,0,1,0,0,1,0,0,0,0,240,1,104,1
2900,51,31,1,39,58,2,0,4,1,0,2,1,0,2,0,0,0,0,240,3,104,0
2901,51,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,240,4,104,2
2902,51,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2903,51,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2904,51,31,1,44,64,0,0,0,1,2,1,0,0,1,0,0,0,0,240,1,104,1
2905,51,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2906,51,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,104,0
2907,52,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2908,52,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2909,52,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2910,52,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1
2911,52,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2912,52,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2913,52,31,1,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,7,4,2,1
2914,52,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2915,52,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
2916,52,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2917,52,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2918,52,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2919,52,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2920,52,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2921,52,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2922,52,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2923,52,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2924,52,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2925,52,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2926,52,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2927,52,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
2928,52,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
2929,52,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
2930,52,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
2931,52,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
2932,52,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2933,52,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2934,52,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2935,52,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2936,52,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0
2937,52,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
