lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear,goldThisYear,silverThisYear,bronzeThisYear
4033,70,31,1,32,51,0,2,0,1,2,3,0,1,3,598,6,234,1,598,6,234,1,0,0,0
4034,70,31,1,33,52,6,6,2,5,3,1,3,3,1,598,10,234,6,598,10,234,6,0,0,0
4035,70,31,1,34,53,0,2,2,0,2,1,0,1,1,598,4,234,2,598,4,234,2,0,0,0
4036,70,31,1,35,54,0,0,0,0,0,0,0,0,0,598,0,234,0,598,0,234,0,0,0,0
4037,70,31,1,36,55,0,0,2,0,1,1,0,0,1,598,4,234,1,598,4,234,1,0,0,0
4038,70,31,1,37,56,0,18,10,2,12,9,0,9,9,598,12,234,5,598,12,234,5,0,0,0
4039,70,31,1,38,57,0,0,2,0,0,1,0,0,1,598,0,234,0,598,0,234,0,0,0,0
4040,70,31,1,39,58,0,0,0,0,3,1,0,0,1,598,10,234,4,598,10,234,4,0,0,0
4041,70,31,1,40,59,0,0,0,0,0,0,0,0,0,598,3,234,1,598,3,234,1,0,0,0
4042,70,31,1,42,61,48,42,48,0,0,0,0,0,0,598,2,234,2,598,2,234,2,0,0,0
4043,70,31,1,42,62,48,42,48,36,32,33,24,21,33,598,26,234,13,598,26,234,13,0,0,0
4044,70,31,1,44,64,0,2,4,2,3,10,0,1,10,598,16,234,7,598,16,234,7,0,0,0
4045,70,31,1,45,65,0,0,0,0,0,0,0,0,0,598,0,234,0,598,0,234,0,0,0,0
4046,70,31,1,45,66,0,0,0,0,0,0,0,0,0,598,0,234,0,598,0,234,0,0,0,0
4047,71,31,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4048,71,31,1,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4049,71,31,1,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4050,71,31,1,0,3,0,0,0,0,0,0,0,0,0,4,2,2,1,4,2,2,1,0,0,0
4051,71,31,1,0,4,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4052,71,31,1,1,5,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4053,71,31,1,2,6,0,0,0,0,0,0,0,0,0,4,1,2,1,4,1,2,1,0,0,0
4054,71,31,1,3,7,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4055,71,31,0,4,8,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4056,71,31,1,5,10,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4057,71,31,1,5,11,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4058,71,31,1,9,15,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4059,71,31,1,9,16,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4060,71,31,1,10,17,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4061,71,31,1,11,18,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4062,71,31,1,12,19,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4063,71,31,1,12,20,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4064,71,31,1,12,21,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4065,71,31,1,12,22,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4066,71,31,1,12,23,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4067,71,31,0,13,24,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4068,71,31,0,13,25,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4069,71,31,0,13,26,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4070,71,31,0,13,27,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4071,71,31,0,13,28,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4072,71,31,1,14,29,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4073,71,31,1,15,30,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4074,71,31,1,16,31,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4075,71,31,1,17,32,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4076,71,31,1,18,33,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4077,71,31,0,19,34,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4078,71,31,0,19,35,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4079,71,31,1,19,36,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4080,71,31,1,20,37,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4081,71,31,1,20,37,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4082,71,31,1,22,39,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4083,71,31,1,24,41,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4084,71,31,1,25,42,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4085,71,31,1,29,46,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4086,71,31,1,29,47,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4087,71,31,1,30,48,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4088,71,31,1,30,49,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4089,71,31,1,31,50,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4090,71,31,1,32,51,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4091,71,31,1,33,52,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4092,71,31,1,34,53,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4093,71,31,1,35,54,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4094,71,31,1,36,55,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4095,71,31,1,37,56,0,0,0,0,0,0,0,0,0,4,1,2,0,4,1,2,0,0,0,0
4096,71,31,1,38,57,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4097,71,31,1,39,58,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4098,71,31,1,40,59,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4099,71,31,1,42,61,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4100,71,31,1,42,62,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4101,71,31,1,44,64,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4102,71,31,1,45,65,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4103,71,31,1,45,66,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
4104,72,31,1,0,0,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4105,72,31,1,0,1,0,0,0,0,1,0,0,0,0,218,17,79,0,218,17,79,0,0,0,0
4106,72,31,1,0,2,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4107,72,31,1,0,3,0,0,0,0,0,4,0,0,4,218,21,79,2,218,21,79,2,0,0,1
4108,72,31,1,0,4,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4109,72,31,1,1,5,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4110,72,31,1,2,6,0,0,0,0,6,2,0,0,2,218,46,79,29,218,46,79,29,0,0,0
4111,72,31,1,3,7,0,0,0,0,0,0,0,0,0,218,2,79,1,218,2,79,1,0,0,0
4112,72,31,0,4,8,0,0,0,0,0,0,0,0,0,218,0,139,0,218,0,139,0,0,0,0
4113,72,31,1,5,10,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4114,72,31,1,5,11,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4115,72,31,1,9,15,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4116,72,31,1,9,16,0,0,0,0,0,0,0,0,0,218,5,79,3,218,5,79,3,0,0,0
4117,72,31,1,10,17,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4118,72,31,1,11,18,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4119,72,31,1,12,19,2,4,6,0,0,1,0,0,1,218,1,79,1,218,1,79,1,0,0,0
4120,72,31,1,12,20,2,4,6,0,0,1,0,0,1,218,6,79,3,218,6,79,3,0,0,0
4121,72,31,1,12,21,2,4,6,1,2,1,1,1,1,218,4,79,2,218,4,79,2,0,1,0
4122,72,31,1,12,22,2,4,6,0,1,0,0,1,0,218,9,79,5,218,9,79,5,0,1,0
4123,72,31,1,12,23,2,4,6,0,0,0,0,0,0,218,5,79,4,218,5,79,4,0,0,0
4124,72,31,0,13,24,0,0,0,0,0,0,0,0,0,218,0,139,0,218,0,139,0,0,0,0
4125,72,31,0,13,25,0,0,0,0,0,0,0,0,0,218,0,139,0,218,0,139,0,0,0,0
4126,72,31,0,13,26,0,0,0,0,0,0,0,0,0,218,0,139,0,218,0,139,0,0,0,0
4127,72,31,0,13,27,0,0,0,0,0,0,0,0,0,218,0,139,0,218,0,139,0,0,0,0
4128,72,31,0,13,28,0,0,0,0,0,0,0,0,0,218,0,139,0,218,0,139,0,0,0,0
4129,72,31,1,14,29,0,8,0,2,13,12,0,4,12,218,2,79,1,218,2,79,1,0,0,0
4130,72,31,1,15,30,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4131,72,31,1,16,31,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4132,72,31,1,17,32,0,0,0,21,52,19,0,0,19,218,0,79,0,218,0,79,0,0,0,0
4133,72,31,1,18,33,0,0,2,1,0,2,0,0,2,218,3,79,2,218,3,79,2,0,0,0
4134,72,31,0,19,34,0,0,0,0,0,0,0,0,0,218,49,139,43,218,49,139,43,0,0,0
4135,72,31,0,19,35,0,0,0,0,0,0,0,0,0,218,0,139,0,218,0,139,0,0,0,0
4136,72,31,1,19,36,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4137,72,31,1,20,37,0,0,0,0,0,17,0,0,17,218,0,79,0,218,0,79,0,0,0,0
4138,72,31,1,20,37,0,0,0,0,0,17,0,0,17,218,0,79,0,218,0,79,0,0,0,0
4139,72,31,1,22,39,0,0,0,1,1,2,0,0,2,218,3,79,1,218,3,79,1,0,0,0
4140,72,31,1,24,41,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4141,72,31,1,25,42,0,0,0,0,0,0,0,0,0,218,2,79,1,218,2,79,1,0,0,0
4142,72,31,1,29,46,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4143,72,31,1,29,47,0,0,0,24,27,26,0,0,26,218,17,79,5,218,17,79,5,0,0,0
4144,72,31,1,30,48,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4145,72,31,1,30,49,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4146,72,31,1,31,50,0,0,0,3,6,3,0,0,3,218,7,79,2,218,7,79,2,0,0,0
4147,72,31,1,32,51,4,0,6,24,9,24,2,0,24,218,6,79,4,218,6,79,4,0,0,0
4148,72,31,1,33,52,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4149,72,31,1,34,53,0,0,0,0,0,0,0,0,0,218,1,79,0,218,1,79,0,0,0,0
4150,72,31,1,35,54,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4151,72,31,1,36,55,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4152,72,31,1,37,56,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4153,72,31,1,38,57,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4154,72,31,1,39,58,2,8,0,4,5,0,1,4,0,218,2,79,1,218,2,79,1,0,0,0
4155,72,31,1,40,59,4,4,2,2,2,2,2,2,2,218,6,79,2,218,6,79,2,0,0,0
4156,72,31,1,42,61,0,0,8,0,0,6,0,0,6,218,4,79,4,218,4,79,4,0,0,0
4157,72,31,1,42,62,0,0,8,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4158,72,31,1,44,64,0,0,0,0,2,2,0,0,2,218,0,79,0,218,0,79,0,0,0,0
4159,72,31,1,45,65,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4160,72,31,1,45,66,0,0,0,0,0,0,0,0,0,218,0,79,0,218,0,79,0,0,0,0
4161,73,31,1,0,0,2,0,2,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4162,73,31,1,0,1,2,0,2,0,0,0,0,0,0,401,18,197,1,401,18,197,1,0,0,0
4163,73,31,1,0,2,2,0,2,1,0,0,1,0,0,401,7,197,2,401,7,197,2,0,0,0
4164,73,31,1,0,3,2,0,2,1,4,17,0,0,17,401,39,197,13,401,39,197,13,0,0,0
4165,73,31,1,0,4,2,0,2,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4166,73,31,1,1,5,0,0,0,0,0,0,0,0,0,401,4,197,1,401,4,197,1,0,0,0
4167,73,31,1,2,6,2,0,0,5,8,17,1,0,17,401,56,197,21,401,56,197,21,0,0,0
4168,73,31,1,3,7,0,0,0,0,0,0,0,0,0,401,2,197,1,401,2,197,1,0,0,0
4169,73,31,0,4,8,0,0,0,0,0,0,0,0,0,401,0,204,0,401,0,204,0,0,0,0
4170,73,31,1,5,10,0,24,24,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4171,73,31,1,5,11,0,24,24,0,12,46,0,12,46,401,12,197,0,401,12,197,0,0,0,0
4172,73,31,1,9,15,0,0,0,1,1,0,0,0,0,401,7,197,2,401,7,197,2,0,0,0
4173,73,31,1,9,16,0,0,0,0,0,0,0,0,0,401,6,197,3,401,6,197,3,0,0,0
4174,73,31,1,10,17,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4175,73,31,1,11,18,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4176,73,31,1,12,19,0,0,0,0,0,0,0,0,0,401,1,197,0,401,1,197,0,0,0,0
4177,73,31,1,12,20,0,0,0,0,0,0,0,0,0,401,1,197,1,401,1,197,1,0,0,0
4178,73,31,1,12,21,0,0,0,0,0,0,0,0,0,401,2,197,1,401,2,197,1,0,0,0
4179,73,31,1,12,22,0,0,0,0,0,0,0,0,0,401,2,197,1,401,2,197,1,0,0,0
4180,73,31,1,12,23,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4181,73,31,0,13,24,0,0,0,0,0,0,0,0,0,401,0,204,0,401,0,204,0,0,0,0
4182,73,31,0,13,25,0,0,0,0,0,0,0,0,0,401,0,204,0,401,0,204,0,0,0,0
4183,73,31,0,13,26,0,0,0,0,0,0,0,0,0,401,0,204,0,401,0,204,0,0,0,0
4184,73,31,0,13,27,0,0,0,0,0,0,0,0,0,401,0,204,0,401,0,204,0,0,0,0
4185,73,31,0,13,28,0,0,0,0,0,0,0,0,0,401,0,204,0,401,0,204,0,0,0,0
4186,73,31,1,14,29,0,0,0,0,0,0,0,0,0,401,3,197,2,401,3,197,2,0,0,0
4187,73,31,1,15,30,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4188,73,31,1,16,31,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4189,73,31,1,17,32,0,114,0,40,107,34,0,57,34,401,22,197,22,401,22,197,22,0,0,0
4190,73,31,1,18,33,0,0,0,0,2,1,0,0,1,401,0,197,0,401,0,197,0,0,0,0
4191,73,31,0,19,34,0,0,0,0,0,0,0,0,0,401,43,204,10,401,43,204,10,0,0,0
4192,73,31,0,19,35,0,0,0,0,0,0,0,0,0,401,6,204,6,401,6,204,6,0,0,0
4193,73,31,1,19,36,4,6,10,0,0,0,0,0,0,401,2,197,1,401,2,197,1,0,0,0
4194,73,31,1,20,37,0,0,0,0,0,0,0,0,0,401,17,197,17,401,17,197,17,0,0,0
4195,73,31,1,20,37,0,0,0,0,0,0,0,0,0,401,17,197,17,401,17,197,17,0,0,0
4196,73,31,1,22,39,6,0,10,5,4,28,3,0,28,401,23,197,6,401,23,197,6,0,0,0
4197,73,31,1,24,41,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4198,73,31,1,25,42,0,0,2,0,0,1,0,0,1,401,1,197,1,401,1,197,1,0,0,0
4199,73,31,1,29,46,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4200,73,31,1,29,47,0,0,0,0,0,0,0,0,0,401,2,197,1,401,2,197,1,0,0,0
4201,73,31,1,30,48,0,0,0,0,0,0,0,0,0,401,14,197,14,401,14,197,14,0,0,0
4202,73,31,1,30,49,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4203,73,31,1,31,50,8,0,4,14,6,16,4,0,16,401,12,197,3,401,12,197,3,0,0,0
4204,73,31,1,32,51,0,0,0,1,2,5,0,0,5,401,4,197,3,401,4,197,3,0,0,0
4205,73,31,1,33,52,0,2,2,0,3,2,0,1,2,401,12,197,6,401,12,197,6,0,0,0
4206,73,31,1,34,53,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4207,73,31,1,35,54,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4208,73,31,1,36,55,0,2,0,1,1,1,0,1,1,401,6,197,3,401,6,197,3,0,0,0
4209,73,31,1,37,56,0,0,0,0,0,0,0,0,0,401,12,197,5,401,12,197,5,0,0,0
4210,73,31,1,38,57,0,0,2,0,0,3,0,0,3,401,4,197,2,401,4,197,2,0,0,0
4211,73,31,1,39,58,0,0,4,0,0,2,0,0,2,401,10,197,4,401,10,197,4,0,0,0
4212,73,31,1,40,59,0,0,0,0,0,0,0,0,0,401,4,197,2,401,4,197,2,0,0,0
4213,73,31,1,42,61,56,40,82,8,14,6,4,8,6,401,8,197,4,401,8,197,4,0,0,0
4214,73,31,1,42,62,56,40,82,60,48,37,24,12,37,401,26,197,13,401,26,197,13,0,0,13
4215,73,31,1,44,64,0,0,0,0,0,0,0,0,0,401,3,197,3,401,3,197,3,0,0,0
4216,73,31,1,45,65,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4217,73,31,1,45,66,0,0,0,0,0,0,0,0,0,401,0,197,0,401,0,197,0,0,0,0
4218,74,31,1,0,0,114,84,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,74,31,1,0,1,114,84,40,2,2,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0
4220,74,31,1,0,2,114,84,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,74,31,1,0,3,114,84,40,62,61,29,56,40,29,0,0,0,0,0,0,0,0,0,0,0
4222,74,31,1,0,4,114,84,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,74,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,74,31,1,2,6,72,62,50,50,51,39,36,31,39,0,0,0,0,0,0,0,0,0,0,0
4225,74,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,74,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,74,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,74,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,74,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,74,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,74,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,74,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,74,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,74,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,74,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,74,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,74,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,74,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,74,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,74,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,74,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,74,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,74,31,1,14,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,74,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,74,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,74,31,1,17,32,6,30,54,23,45,69,3,15,69,0,0,0,0,0,0,0,0,0,0,4
4247,74,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,74,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,74,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,74,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,74,31,1,20,37,0,56,56,14,14,14,0,14,14,0,0,0,0,0,0,0,0,0,14,0
4252,74,31,1,20,37,0,56,56,14,14,14,0,14,14,0,0,0,0,0,0,0,0,0,14,0
4253,74,31,1,22,39,0,0,0,1,2,6,0,0,6,0,0,0,0,0,0,0,0,0,0,1
4254,74,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,74,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,74,31,1,29,46,126,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,74,31,1,29,47,126,12,2,139,24,21,63,6,21,0,0,0,0,0,0,0,0,0,0,0
4258,74,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,74,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,74,31,1,31,50,0,0,0,4,5,6,0,0,6,0,0,0,0,0,0,0,0,0,0,1
4261,74,31,1,32,51,0,0,0,3,8,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1
4262,74,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4263,74,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4264,74,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4265,74,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4266,74,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267,74,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268,74,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,74,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,74,31,1,42,61,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4271,74,31,1,42,62,0,24,0,0,24,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
4272,74,31,1,44,64,0,0,0,1,4,6,0,0,6,0,0,0,0,0,0,0,0,0,0,1
4273,74,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4274,74,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,75,31,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4276,75,31,1,0,1,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4277,75,31,1,0,2,0,0,0,0,0,0,0,0,0,6,1,3,1,6,1,3,1,0,0,0
4278,75,31,1,0,3,0,0,0,0,0,0,0,0,0,6,1,3,0,6,1,3,0,0,0,0
4279,75,31,1,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4280,75,31,1,1,5,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4281,75,31,1,2,6,0,0,0,0,0,0,0,0,0,6,1,3,1,6,1,3,1,0,0,0
4282,75,31,1,3,7,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4283,75,31,0,4,8,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4284,75,31,1,5,10,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4285,75,31,1,5,11,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4286,75,31,1,9,15,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4287,75,31,1,9,16,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4288,75,31,1,10,17,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4289,75,31,1,11,18,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4290,75,31,1,12,19,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4291,75,31,1,12,20,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
4292,75,31,1,12,21,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,3,0,0,0,0
